ObstacleID, Description    , Elevation at top of Obstacle (m), Easting NZTM, Northing NZTM, Latitude        , Longitude        , Date Surveyed, Source    , Surveyor
NZRO21124 , TREE           ,                           307.06,   1892005.96,    5778512.94, 38 05 38.54079 S, 176 19 46.97334 E, 44744        , LiDAR-2022, LINZ
NZRO21125 , TREE           ,                           309.58,   1892045.17,    5778590.03, 38 05 35.99818 S, 176 19 48.46700 E, 44744        , LiDAR-2022, LINZ
NZRO21126 , TREE           ,                           316.86,   1892177.65,    5778740.12, 38 05 30.98254 S, 176 19 53.67590 E, 44744        , LiDAR-2022, LINZ
NZRO21127 , TREE           ,                           387.34,   1893817.12,    5781365.6 , 38 04 04.02967 S, 176 20 56.98539 E, 44744        , LiDAR-2022, LINZ
NZRO21128 , TREE           ,                           385.43,   1893835.41,    5781366.29, 38 04 03.98595 S, 176 20 57.73373 E, 44744        , LiDAR-2022, LINZ
NZRO21129 , TREE           ,                           389.02,   1893989.5 ,    5781575.16, 38 03 57.04040 S, 176 21 03.73800 E, 44744        , LiDAR-2022, LINZ
NZRO21130 , TREE           ,                           392.42,   1894123.11,    5781567.69, 38 03 57.12608 S, 176 21 09.22303 E, 44744        , LiDAR-2022, LINZ
NZRO21131 , TREE           ,                           389.09,   1894049.05,    5781521.57, 38 03 58.70656 S, 176 21 06.25703 E, 44744        , LiDAR-2022, LINZ
NZRO21132 , TREE           ,                           394.84,   1894054.93,    5781566.41, 38 03 57.24730 S, 176 21 06.43160 E, 44744        , LiDAR-2022, LINZ
NZRO21133 , TREE           ,                           387.05,   1893827.66,    5781070.58, 38 04 13.57320 S, 176 20 57.85342 E, 44744        , LiDAR-2022, LINZ
NZRO21134 , TREE           ,                           381.26,   1893842.97,    5781082.2 , 38 04 13.17892 S, 176 20 58.46353 E, 44744        , LiDAR-2022, LINZ
NZRO21135 , TREE           ,                           380.67,   1893828.59,    5781098.08, 38 04 12.68137 S, 176 20 57.85087 E, 44744        , LiDAR-2022, LINZ
NZRO21136 , TREE           ,                           384.78,   1893827.93,    5781121.32, 38 04 11.92939 S, 176 20 57.78946 E, 44744        , LiDAR-2022, LINZ
NZRO21137 , TREE           ,                           383.36,   1893878.8 ,    5781133.95, 38 04 11.46083 S, 176 20 59.85504 E, 44744        , LiDAR-2022, LINZ
NZRO21138 , TREE           ,                           385.61,   1893871.08,    5781138.6 , 38 04 11.31924 S, 176 20 59.53186 E, 44744        , LiDAR-2022, LINZ
NZRO21139 , TREE           ,                           382.39,   1893865.05,    5781152.8 , 38 04 10.86634 S, 176 20 59.26380 E, 44744        , LiDAR-2022, LINZ
NZRO21140 , TREE           ,                           385.71,   1893869.18,    5781162.63, 38 04 10.54312 S, 176 20 59.41848 E, 44744        , LiDAR-2022, LINZ
NZRO21141 , TREE           ,                           384.29,   1893870.83,    5781171.57, 38 04 10.25162 S, 176 20 59.47286 E, 44744        , LiDAR-2022, LINZ
NZRO21142 , TREE           ,                           380.2 ,   1893875.13,    5781184.7 , 38 04 09.82130 S, 176 20 59.62963 E, 44744        , LiDAR-2022, LINZ
NZRO21143 , TREE           ,                           384.06,   1893876.72,    5781199.02, 38 04 09.35561 S, 176 20 59.67359 E, 44744        , LiDAR-2022, LINZ
NZRO21144 , TREE           ,                           382.17,   1893886.36,    5781209.65, 38 04 09.00003 S, 176 21 00.05284 E, 44744        , LiDAR-2022, LINZ
NZRO21145 , TREE           ,                           379.96,   1893836.25,    5781208.3 , 38 04 09.10234 S, 176 20 58.00174 E, 44744        , LiDAR-2022, LINZ
NZRO21146 , TREE           ,                           380.51,   1893846.51,    5781221.66, 38 04 08.65761 S, 176 20 58.40236 E, 44744        , LiDAR-2022, LINZ
NZRO21147 , TREE           ,                           377.24,   1893582.41,    5781227.5 , 38 04 08.77703 S, 176 20 47.57307 E, 44744        , LiDAR-2022, LINZ
NZRO21148 , TREE           ,                           377.2 ,   1893580.5 ,    5781211.5 , 38 04 09.29751 S, 176 20 47.51845 E, 44744        , LiDAR-2022, LINZ
NZRO21149 , TREE           ,                           377.26,   1893578.99,    5781192.88, 38 04 09.90238 S, 176 20 47.48409 E, 44744        , LiDAR-2022, LINZ
NZRO21150 , TREE           ,                           350.09,   1893375.72,    5780024.18, 38 04 47.99462 S, 176 20 40.88147 E, 44744        , LiDAR-2022, LINZ
NZRO21151 , TREE           ,                           351.66,   1893448.36,    5780034.84, 38 04 47.56452 S, 176 20 43.84237 E, 44744        , LiDAR-2022, LINZ
NZRO21152 , TREE           ,                           374.38,   1893777.67,    5781045.78, 38 04 14.43491 S, 176 20 55.84187 E, 44744        , LiDAR-2022, LINZ
NZRO21153 , TREE           ,                           376.85,   1893911.25,    5781361.7 , 38 04 04.04596 S, 176 21 00.84776 E, 44744        , LiDAR-2022, LINZ
NZRO21154 , TREE           ,                           387.56,   1894180.72,    5781959.56, 38 03 44.36585 S, 176 21 11.00336 E, 44744        , LiDAR-2022, LINZ
NZRO21155 , TREE           ,                           393.41,   1894554.92,    5781905.24, 38 03 45.68721 S, 176 21 26.41396 E, 44744        , LiDAR-2022, LINZ
NZRO21156 , TREE           ,                           384.11,   1894572.44,    5782211.81, 38 03 35.73680 S, 176 21 26.67747 E, 44744        , LiDAR-2022, LINZ
NZRO21157 , TREE           ,                           383.64,   1894556.3 ,    5782206.7 , 38 03 35.92122 S, 176 21 26.02385 E, 44744        , LiDAR-2022, LINZ
NZRO21158 , TREE           ,                           306.97,   1891728.41,    5778643.44, 38 05 34.63629 S, 176 19 35.40570 E, 44744        , LiDAR-2022, LINZ
NZRO21159 , TREE           ,                           300.41,   1891663.69,    5778458.4 , 38 05 40.70511 S, 176 19 33.02499 E, 44744        , LiDAR-2022, LINZ
NZRO21160 , TREE           ,                           299.73,   1891635.64,    5778461.46, 38 05 40.63857 S, 176 19 31.87081 E, 44744        , LiDAR-2022, LINZ
NZRO21161 , TREE           ,                           298.31,   1891624.4 ,    5778435.97, 38 05 41.47727 S, 176 19 31.44757 E, 44744        , LiDAR-2022, LINZ
NZRO21162 , TREE           ,                           297.67,   1891587.65,    5778403.47, 38 05 42.57266 S, 176 19 29.98904 E, 44744        , LiDAR-2022, LINZ
NZRO21163 , TREE           ,                           302.14,   1891646.91,    5778588.18, 38 05 36.52088 S, 176 19 32.14653 E, 44744        , LiDAR-2022, LINZ
NZRO21164 , TREE           ,                           301.79,   1891726.27,    5778532.4 , 38 05 38.23549 S, 176 19 35.48120 E, 44744        , LiDAR-2022, LINZ
NZRO21165 , TREE           ,                           302.59,   1891783.06,    5778534.93, 38 05 38.08757 S, 176 19 37.80510 E, 44744        , LiDAR-2022, LINZ
NZRO21166 , TREE           ,                           310.05,   1892010.88,    5778697.33, 38 05 32.56249 S, 176 19 46.90373 E, 44744        , LiDAR-2022, LINZ
NZRO21167 , TREE           ,                           307.2 ,   1892121.95,    5778659.28, 38 05 33.66581 S, 176 19 51.51199 E, 44744        , LiDAR-2022, LINZ
NZRO21168 , TREE           ,                           308.63,   1892194.7 ,    5778719.83, 38 05 31.61992 S, 176 19 54.40457 E, 44744        , LiDAR-2022, LINZ
NZRO21169 , TREE           ,                           306.57,   1891935.39,    5778701.6 , 38 05 32.51194 S, 176 19 43.80344 E, 44744        , LiDAR-2022, LINZ
NZRO21170 , TREE           ,                           289.53,   1891217.29,    5778156.57, 38 05 50.99986 S, 176 19 15.17123 E, 44744        , LiDAR-2022, LINZ
NZRO21171 , TREE           ,                           286.81,   1891216.18,    5778165.27, 38 05 50.71928 S, 176 19 15.11296 E, 44744        , LiDAR-2022, LINZ
NZRO21172 , TREE           ,                           287.83,   1891223.49,    5778179.51, 38 05 50.24955 S, 176 19 15.39169 E, 44744        , LiDAR-2022, LINZ
NZRO21173 , TREE           ,                           285.3 ,   1891239.65,    5778191.75, 38 05 49.83434 S, 176 19 16.03611 E, 44744        , LiDAR-2022, LINZ
NZRO21174 , TREE           ,                           285.35,   1891240.85,    5778180.84, 38 05 50.18634 S, 176 19 16.10130 E, 44744        , LiDAR-2022, LINZ
NZRO21175 , TREE           ,                           284.08,   1891230.57,    5778165.42, 38 05 50.69774 S, 176 19 15.70257 E, 44744        , LiDAR-2022, LINZ
NZRO21176 , TREE           ,                           310.74,   1889597.48,    5774773.37, 38 07 42.46089 S, 176 18 13.71733 E, 44744        , LiDAR-2022, LINZ
NZRO21177 , TREE           ,                           315.4 ,   1889601.64,    5774626.01, 38 07 47.22932 S, 176 18 14.10330 E, 44744        , LiDAR-2022, LINZ
NZRO21178 , TREE           ,                           316.84,   1889681.6 ,    5774533.77, 38 07 50.12479 S, 176 18 17.51713 E, 44744        , LiDAR-2022, LINZ
NZRO21179 , TREE           ,                           316.84,   1889702.24,    5774474.14, 38 07 52.03247 S, 176 18 18.45073 E, 44744        , LiDAR-2022, LINZ
NZRO21180 , TREE           ,                           322.29,   1889207.29,    5774043.17, 38 08 06.56355 S, 176 17 58.78280 E, 44744        , LiDAR-2022, LINZ
NZRO212   , TREE           ,                           309.85,   1891704.45,    5779008.45, 38 05 22.84103 S, 176 19 33.88730 E, 45217        , LiDAR-2023, Interpine
NZRO220   , TREE           ,                           390.25,   1893486.71,    5782443.95, 38 03 29.48716 S, 176 20 41.85605 E, 44744        , LiDAR-2022, LINZ
NZRO224   , TREE           ,                           395.05,   1893286.82,    5782778.79, 38 03 18.87463 S, 176 20 33.17351 E, 44744        , LiDAR-2022, LINZ
NZRO26    , TREE           ,                           295.02,   1891437.86,    5777951.23, 38 05 57.39499 S, 176 19 24.51364 E, 45559        , LiDAR-2024, blackmaps
NZRO33    , TREE           ,                           312.68,   1891735.08,    5778378.72, 38 05 43.20312 S, 176 19 36.06818 E, 44744        , LiDAR-2022, LINZ
NZRO37    , TREE           ,                           307.49,   1891872.83,    5778730.84, 38 05 31.63753 S, 176 19 41.19639 E, 44744        , LiDAR-2022, LINZ
NZRO3723  , TREE           ,                           292.31,   1890223.79,    5775820.16, 38 07 07.83010 S, 176 18 37.86718 E, 45559        , LiDAR-2024, blackmaps
NZRO38    , TREE           ,                           308.77,   1891878.14,    5778724.14, 38 05 31.84838 S, 176 19 41.42387 E, 44744        , LiDAR-2022, LINZ
NZRO3915  , TREE           ,                           294.07,   1890195.58,    5775782.1 , 38 07 09.09558 S, 176 18 36.76634 E, 44744        , LiDAR-2022, LINZ
NZRO42    , TREE           ,                           318.54,   1891986.97,    5778699.43, 38 05 32.52227 S, 176 19 45.92067 E, 44744        , LiDAR-2022, LINZ
NZRO44    , TREE           ,                           312.43,   1891713.45,    5779111.95, 38 05 19.47810 S, 176 19 34.10408 E, 45217        , LiDAR-2023, Interpine
NZRO45    , TREE           ,                           311.83,   1891722.45,    5779114.95, 38 05 19.37047 S, 176 19 34.46852 E, 45217        , LiDAR-2023, Interpine
NZRO46    , TREE           ,                           312.96,   1891704.75,    5779162.35, 38 05 17.85569 S, 176 19 33.67347 E, 45217        , LiDAR-2023, Interpine
NZRO47    , TREE           ,                           315.04,   1891767.45,    5779226.25, 38 05 15.71308 S, 176 19 36.14923 E, 45217        , LiDAR-2023, Interpine
NZRO48    , TREE           ,                           314.21,   1891777.05,    5779219.35, 38 05 15.92543 S, 176 19 36.55280 E, 45217        , LiDAR-2023, Interpine
NZRO49    , TREE           ,                           313.01,   1891720.95,    5779107.15, 38 05 19.62487 S, 176 19 34.41851 E, 45217        , LiDAR-2023, Interpine
NZRO50    , TREE           ,                           333.42,   1892454.01,    5779104.87, 38 05 18.84634 S, 176 20 04.46523 E, 44744        , LiDAR-2022, LINZ
NZRO5128  , TREE           ,                           296.12,   1890202.88,    5775702.41, 38 07 11.66836 S, 176 18 37.18219 E, 44744        , LiDAR-2022, LINZ
NZRO52    , TREE           ,                           333.62,   1892461.94,    5779121.93, 38 05 18.28452 S, 176 20 04.76509 E, 44744        , LiDAR-2022, LINZ
NZRO5469  , TREE           ,                           297.63,   1890212.46,    5775674.57, 38 07 12.55905 S, 176 18 37.61583 E, 44744        , LiDAR-2022, LINZ
NZRO55    , TREE           ,                           335.75,   1892459.64,    5779145.29, 38 05 17.53055 S, 176 20 04.63642 E, 44744        , LiDAR-2022, LINZ
NZRO570   , TREE           ,                           388.63,   1887744.02,    5771754.58, 38 09 22.37933 S, 176 17 02.09873 E, 44744        , LiDAR-2022, LINZ
NZRO577   , TREE           ,                           387.91,   1887790.52,    5771845.46, 38 09 19.38213 S, 176 17 03.87413 E, 44744        , LiDAR-2022, LINZ
NZRO579   , TREE           ,                           387.09,   1887755.83,    5771751.49, 38 09 22.46586 S, 176 17 02.58771 E, 44744        , LiDAR-2022, LINZ
NZRO58    , TREE           ,                           363.06,   1892872.75,    5781040.42, 38 04 15.66452 S, 176 20 18.77250 E, 44744        , LiDAR-2022, LINZ
NZRO584   , TREE           ,                           387.94,   1887765.57,    5771775.09, 38 09 21.69022 S, 176 17 02.95295 E, 44744        , LiDAR-2022, LINZ
NZRO591   , TREE           ,                           414.86,   1888562.93,    5771472.64, 38 09 30.57023 S, 176 17 36.10401 E, 44744        , LiDAR-2022, LINZ
NZRO5971  , TREE           ,                           296.91,   1890177.31,    5775665.09, 38 07 12.90668 S, 176 18 36.18856 E, 44744        , LiDAR-2022, LINZ
NZRO607   , TREE           ,                           437.24,   1889112.84,    5771829.3 , 38 09 18.38353 S, 176 17 58.14232 E, 44744        , LiDAR-2022, LINZ
NZRO6129  , TREE           ,                           299.55,   1890196.06,    5775611.52, 38 07 14.62021 S, 176 18 37.03578 E, 44744        , LiDAR-2022, LINZ
NZRO6144  , TREE           ,                           299.26,   1890154.21,    5775579.44, 38 07 15.70772 S, 176 18 35.36679 E, 44744        , LiDAR-2022, LINZ
NZRO6192  , TREE           ,                           299.56,   1891503.48,    5778353.49, 38 05 44.28928 S, 176 19 26.61254 E, 44744        , LiDAR-2022, LINZ
NZRO6269  , TREE           ,                           298.69,   1890188.19,    5775676.21, 38 07 12.53390 S, 176 18 36.61839 E, 44744        , LiDAR-2022, LINZ
NZRO6388  , TREE           ,                           299.97,   1890177.09,    5775597.44, 38 07 15.09822 S, 176 18 36.27858 E, 44744        , LiDAR-2022, LINZ
NZRO646   , TREE           ,                           321.37,   1889626.14,    5774440.73, 38 07 53.20256 S, 176 18 15.37884 E, 44744        , LiDAR-2022, LINZ
NZRO647   , TREE           ,                           322.38,   1889644.54,    5774420.68, 38 07 53.83076 S, 176 18 16.16271 E, 44744        , LiDAR-2022, LINZ
NZRO652   , TREE           ,                           347.51,   1889642.97,    5774029.06, 38 08 06.51778 S, 176 18 16.67094 E, 45559        , LiDAR-2024, blackmaps
NZRO655   , TREE           ,                           356.13,   1889820.44,    5773514.31, 38 08 22.98628 S, 176 18 24.70232 E, 45559        , LiDAR-2024, blackmaps
NZRO662   , TREE           ,                           335.61,   1890077.53,    5774655.98, 38 07 45.70865 S, 176 18 33.57444 E, 44744        , LiDAR-2022, LINZ
NZRO666   , TREE           ,                           309.28,   1889702.07,    5775558.51, 38 07 16.90814 S, 176 18 16.85848 E, 44744        , LiDAR-2022, LINZ
NZRO673   , TREE           ,                           324.29,   1890049.51,    5775077.73, 38 07 32.07993 S, 176 18 31.80808 E, 44744        , LiDAR-2022, LINZ
NZRO680   , TREE           ,                           291.86,   1890149.94,    5775730.83, 38 07 10.80878 S, 176 18 34.97027 E, 45559        , LiDAR-2024, blackmaps
